floors,waterfront,lat,bedrooms,view,bathrooms,sqm_living15,mean_price_zip,grade,sqm_living,price,renovated
1,no,47.776,4,0,2.5,177.44473,453101.8181818182,8,180.23182,425e3,no
2,no,47.5469,2,0,1,106.83845,532618.6666666666,7,90.11591,302860,no
2,no,47.3455,3,0,2.5,201.227898,240227.44444444444,7,172.056356,298e3,no
2,no,47.6364,4,3,4,368.82491,1406411.111111111,11,446.86343,3204e3,no
2,no,47.3389,4,3,4,346.156578,292943.45454545453,10,523.508405,95e4,no
2,no,47.4874,3,0,2.5,169.08346,462353.45,7,141.21256,333e3,no
2,no,47.3521,3,0,2.5,195.003397,240227.44444444444,7,195.003397,289950,no
3,no,47.5419,3,0,2.25,116.12875,532618.6666666666,8,116.12875,419950,no
3,no,47.6974,2,0,1.5,103.12233,613701.2131147541,8,101.26427,306e3,no
2,no,47.3425,4,0,2.5,261.521945,291361.8301886792,9,298.776048,498445,no
2,no,47.705,4,0,2.5,279.63803,659656.5158730159,8,275.92191,775950,no
2,no,47.5373,3,0,2.5,239.68974,567274.9838709678,8,242.47683,605e3,no
2,no,47.618,2,0,1.75,230.39944,616381.3461538461,7,124.49002,52e4,no
2,no,47.6175,4,0,2.75,327.01856,697143.3921568628,9,306.5799,849990,no
1,no,47.6981,3,0,2,188.59309,591939.4716981133,10,151.43189,767450,no
2,no,47.6172,3,0,2.25,140.28353,616381.3461538461,9,147.71577,665e3,no
3.5,no,47.6534,2,0,2.75,125.41905,613701.2131147541,8,121.70293,525e3,no
2,no,47.5755,4,0,3.5,324.23147,812857.2692307692,9,334.4508,870515,no
2,no,47.4557,4,0,2.5,200.11306199999999,381094.8823529412,9,200.11306199999999,39e4,no
3,no,47.5929,3,0,1.75,146.78674,661249.6142857143,8,142.14159,5e5,no
2,no,47.6925,3,0,2.25,141.398366,591939.4716981133,8,126.34808,399950,no
2,no,47.536,3,0,2.5,122.63195999999999,387908.23711340205,7,122.63195999999999,305e3,no
2,no,47.259,4,0,2.5,143.442232,260301.53333333333,7,154.21898,255e3,no
2,no,47.3359,4,0,2.5,236.90265,260301.53333333333,9,268.582573,415e3,no
2,no,47.53,3,0,2.5,245.26391999999998,599153.8571428572,10,217.39302,716500,no
3,no,47.7027,3,0,2.5,115.19972,686432.509090909,8,215.53496,425e3,no
2,no,47.7705,4,0,2.5,203.45757,503016.125,8,203.45757,54e4,no
2,no,47.3706,3,0,2.5,220.18010999999998,358796.1967213115,8,191.38018,324747,no
2,no,47.6875,3,0,2.5,161.65122,688772.3037974683,7,161.65122,385e3,no
2,no,47.3596,3,0,2.25,196.02533,297059.9894736842,7,130.0642,27e4,no
2,no,47.6463,5,0,4,252.69616,659656.5158730159,11,409.70223,124e4,no
2,no,47.6597,3,0,2.5,185.806,613701.2131147541,8,165.36734,672e3,no
2,no,47.355,3,0,2.5,185.806,358796.1967213115,8,163.50928,31e4,no
2,yes,47.5283,3,4,3.5,329.80565,397054.58695652173,11,409.70223,3e6,no
2,no,47.6547,6,2,4.25,323.30244,784243.0384615385,11,515.6116499999999,235e4,no
2,no,47.3453,3,2,2.5,270.533536,260301.53333333333,9,225.940096,427e3,no
2,no,47.4221,3,0,2.5,163.50928,294126.1052631579,8,212.097549,389950,no
2,no,47.7442,3,0,2.5,196.02533,393761.35135135136,8,172.79958,309620,no
2,no,47.2586,4,0,2.5,238.76071,343325.1168831169,9,250.931003,399895,no
2,no,47.3421,4,0,2.5,261.521945,291361.8301886792,9,272.20579,442515,no
3,no,47.6991,3,0,2.25,143.07062,613701.2131147541,8,143.07062,375e3,no
2,no,47.2583,3,0,2.5,186.642127,343325.1168831169,8,208.288526,309780,no
2,no,47.5202,3,0,2.5,209.96078,567274.9838709678,7,181.16085,425e3,no
2,no,47.5788,2,0,3,116.12875,661249.6142857143,7,107.76748,405e3,no
2,no,47.3261,3,0,2.5,246.007144,343325.1168831169,9,191.38018,356250,no
3,no,47.6521,3,0,2.25,163.50928,791810.5652173914,8,114.27069,55e4,no
2,no,47.5917,2,0,1.5,113.34166,661249.6142857143,7,107.76748,34e4,no
2,no,47.3555,4,0,2.5,235.04459,358796.1967213115,8,208.567235,362865,no
2,no,47.7089,4,1,3.5,382.76036,566253.814159292,11,382.76036,136e4,no
2,no,47.708,4,0,2.5,285.21220999999997,659656.5158730159,9,315.8702,83e4,no
2,no,47.6845,5,0,3.75,223.89623,784243.0384615385,10,396.69581,1598e3,no
2,no,47.5754,4,0,3.5,324.23147,812857.2692307692,9,268.48967,855e3,no
2,no,47.6834,5,0,3.5,195.09629999999999,784243.0384615385,9,299.14766,1205e3,no
2,no,47.5528,4,1,3.5,329.80565,599153.8571428572,11,372.54103,1385e3,no
2,no,47.4493,4,0,3.5,117.98681,262463.7931034483,7,209.96078,400200,no
1.5,no,47.5494,2,0,1,126.34808,439572.8846153846,8,105.90942,235e3,no
1,no,47.3539,3,0,2,164.43831,358796.1967213115,8,152.36092,349950,no
2,no,47.4827,4,0,2.75,329.80565,462353.45,9,326.08953,659950,no
2,no,47.5836,3,0,2.75,274.06385,812857.2692307692,9,279.63803,785e3,no
2,no,47.6386,2,0,2.25,94.76106,791810.5652173914,8,98.47718,475e3,no
2,no,47.3667,3,0,2.5,154.033174,321275.95238095237,8,154.033174,263900,no
2,no,47.3568,3,0,2.5,170.94152,358796.1967213115,8,182.08988,342e3,no
2,no,47.371,3,0,2.5,220.18010999999998,358796.1967213115,8,224.82526,367899,no
1.5,no,47.4739,3,0,3.5,147.71577,462353.45,9,317.72826,657044,no
2,no,47.6187,2,0,1.5,124.49002,616381.3461538461,8,82.962379,359950,no
2,no,47.6948,4,0,2.75,279.63803,784243.0384615385,9,280.56706,879950,no
2,no,47.7685,4,0,2.5,229.47041,453101.8181818182,8,229.47041,55e4,no
2,no,47.2586,4,0,2.5,167.039594,343325.1168831169,8,186.642127,279e3,no
2.5,no,47.7385,3,0,2.5,142.14159,453101.8181818182,7,142.14159,255e3,no
3,no,47.6691,3,0,1.75,141.21256,550494.7272727273,8,147.71577,609500,no
2,no,47.5065,5,0,3,208.10272,397054.58695652173,8,244.33489,42e4,no
2,no,47.4995,4,0,2.5,274.06385,462353.45,9,300.07669,57e4,no
2,no,47.5648,3,0,2.25,117.98681,343002.77142857143,8,132.85129,439e3,no
2,no,47.2597,3,0,2.5,186.642127,343325.1168831169,8,208.288526,31e4,no
2,no,47.5902,4,0,2.5,137.49644,661249.6142857143,8,232.2575,635e3,no
2,no,47.6518,3,0,2.5,114.27069,791810.5652173914,8,114.27069,399950,no
2.5,no,47.5407,4,0,2.5,238.76071,571317.8039215687,9,280.56706,805e3,no
2,no,47.6356,4,0,3.5,243.40586,1166261.32,9,323.30244,18e5,no
1,no,47.6889,4,0,3,111.4836,613701.2131147541,9,309.36699,1205e3,no
2,no,47.5066,4,0,2.5,315.8702,462353.45,10,315.8702,745e3,no
2,no,47.5828,2,0,1.5,137.49644,661249.6142857143,7,77.10949,329445,no
2,no,47.7719,5,0,3,227.61235,503016.125,8,288.92833,588e3,no
2,no,47.5445,3,0,2.5,151.43189,571317.8039215687,8,177.44473,494815,no
2,no,47.5196,3,0,2.75,251.76713,567274.9838709678,9,300.07669,591975,no
2,no,47.4827,5,0,2.75,263.84452,462353.45,9,314.01214,6e5,no
2,no,47.5606,3,0,2.75,200.67048,571317.8039215687,8,262.91549,673e3,no
2,no,47.5929,5,0,3.5,294.50251,697143.3921568628,9,343.7411,889950,no
2,no,47.5352,4,0,3,233.18653,567274.9838709678,7,234.11556,5e5,no
2,no,47.666,3,0,2.25,157.00607,550494.7272727273,8,142.14159,5e5,no
2,no,47.5404,4,0,4.25,410.63126,599153.8571428572,10,410.63126,89e4,no
3,no,47.6998,3,0,3,135.63838,591939.4716981133,8,135.63838,437e3,no
2,no,47.5694,3,0,2.25,127.27711,621633.3561643836,8,134.70935,419700,no
1,no,47.5314,3,0,2,107.76748,532618.6666666666,6,107.76748,394e3,no
1,no,47.3538,3,0,2,180.23182,358796.1967213115,8,152.36092,342e3,no
1.5,no,47.4104,3,0,1.75,163.50928,420002.0588235294,7,134.151932,42e4,no
3,no,47.6681,3,4,2.5,150.50286,613701.2131147541,8,150.50286,58e4,no
2,no,47.5538,2,0,1.5,124.49002,387908.23711340205,7,102.1933,343e3,no
2,no,47.588,2,0,1.5,124.49002,661249.6142857143,8,124.49002,39e4,no
2,no,47.3654,3,0,1.5,173.72861,358796.1967213115,7,134.70935,274e3,no
2,no,47.7747,4,0,2.5,219.25108,686432.509090909,9,282.42512,7e5,no
2,no,47.5535,4,0,2.5,200.67048,532618.6666666666,9,237.83168,838e3,no
2,no,47.2773,6,0,3,229.47041,240227.44444444444,7,254.92583199999999,3e5,no
3,no,47.6801,3,0,2.25,125.41905,613701.2131147541,8,131.92226,467e3,no
1,no,47.5348,2,0,1,139.3545,343002.77142857143,6,65.0321,395e3,no
2,no,47.3375,5,2,4.25,253.62519,306381.61176470586,10,381.83133,734e3,no
2,no,47.4866,5,0,2.75,237.83168,462353.45,8,248.05101,48e4,no
2,no,47.5661,3,0,2.75,141.21256,387908.23711340205,9,197.88339,539e3,no
2,no,47.3587,5,0,2.75,183.855037,297059.9894736842,9,285.955434,459950,no
2,no,47.5396,2,0,1,95.69009,532618.6666666666,7,78.03852,306500,no
2,no,47.5342,3,0,2.5,167.2254,567274.9838709678,8,167.2254,408474,no
2,no,47.496,3,0,2.75,250.8381,462353.45,8,239.68974,437e3,no
2,no,47.5671,3,0,1.5,138.42547,343002.77142857143,7,117.98681,160797,no
3,no,47.524,4,0,3.5,205.31563,397054.58695652173,9,284.747695,729e3,no
2,no,47.7043,3,0,2.5,194.16727,566253.814159292,8,172.892483,499e3,no
2,no,47.3726,4,0,2.75,209.96078,297059.9894736842,8,209.96078,359950,no
2,no,47.6026,5,0,3.25,330.73468,697143.3921568628,10,385.54745,929e3,no
2,no,47.6689,2,0,2.5,143.99965,550494.7272727273,8,139.3545,529950,no
2.5,no,47.5394,3,0,2.25,150.50286,599153.8571428572,8,150.50286,461e3,no
2,no,47.5472,2,0,1.5,121.70293,532618.6666666666,7,77.10949,271115,no
2,no,47.6842,4,0,2.5,255.947765,688772.3037974683,7,289.85735999999997,653e3,no
3,no,47.6512,3,0,2.5,133.78032,613701.2131147541,8,173.72861,565e3,no
3,no,47.6748,3,0,2.25,136.56741,550494.7272727273,8,115.19972,529950,no
2,no,47.7477,4,0,2.5,150.50286,453101.8181818182,9,261.98646,585e3,no
3,no,47.6536,3,0,1.75,145.85771,613701.2131147541,8,151.43189,609e3,no
2,no,47.3454,3,0,2.25,147.158352,240227.44444444444,7,147.158352,267e3,no
2,no,47.7678,4,0,2.5,263.84452,453101.8181818182,8,263.84452,557e3,no
2,no,47.5389,4,0,3.25,409.70223,567274.9838709678,9,363.25073,709950,no
3,no,47.653,3,0,2.5,123.56099,613701.2131147541,9,160.72219,625e3,no
2,no,47.53,3,0,2.75,240.61877,599153.8571428572,10,170.94152,599e3,no
2,no,47.4807,4,0,3.75,196.02533,417477.0256410256,10,374.39909,92e4,no
3,no,47.6408,4,0,3.5,163.50928,1166261.32,9,319.58632,1285e3,no
2,no,47.3602,4,0,2.5,196.02533,297059.9894736842,7,196.02533,324500,no
2,no,47.5158,3,0,2.5,221.10914,567274.9838709678,7,225.75429,471500,no
2,no,47.7072,4,0,3.75,268.48967,393761.35135135136,10,435.71507,1015e3,no
2,no,47.5481,4,0,3.5,338.16692,823864.6043956043,9,325.1605,998e3,no
2,no,47.4697,4,0,2.5,201.59951,262463.7931034483,7,192.30921,262e3,no
2,no,47.5602,4,2,3.5,169.08346,621633.3561643836,8,311.22505,844e3,no
2,no,47.7043,4,0,2.5,275.92191,659656.5158730159,8,226.68332,745641,no
2,no,47.7226,5,0,3,220.18010999999998,383673.5,9,279.63803,659950,no
2,no,47.3706,3,0,2.5,220.18010999999998,358796.1967213115,8,191.38018,339989,no
2,no,47.5488,2,0,2.5,147.71577,322755.4054054054,7,145.85771,352500,no
2,no,47.6206,3,0,2.5,156.07704,1166261.32,8,146.78674,525e3,no
2,no,47.5941,5,3,3.5,367.89588,812857.2692307692,10,397.62484,1138990,no
2,no,47.3424,5,0,3.5,259.942594,291361.8301886792,9,261.521945,491e3,no
2,no,47.5603,4,0,2.5,243.40586,571317.8039215687,9,243.40586,675e3,no
3,no,47.6907,3,0,2.25,116.12875,613701.2131147541,8,116.12875,344e3,no
2,no,47.4944,4,0,2.5,281.49609,462353.45,8,301.93475,53e4,no
2,no,47.4785,4,0,3.25,233.18653,305465.86,9,233.18653,290500,no
2,no,47.5646,2,0,1.75,117.98681,343002.77142857143,8,117.98681,335e3,no
2,no,47.6409,5,0,4,445.9344,1406411.111111111,12,619.66301,2998e3,no
2,no,47.545,3,0,2.5,158.86413,439572.8846153846,8,146.78674,379e3,no
3,no,47.6961,3,0,1.5,126.34808,613701.2131147541,8,126.34808,385e3,no
1,no,47.4799,4,0,2.5,225.75429,462353.45,8,222.9672,500012,yes
3,no,47.7338,3,0,3,141.21256,459288.5595238095,8,145.950613,366750,no
2,no,47.612,2,0,2,130.528715,616381.3461538461,8,130.528715,405e3,no
2,no,47.5998,3,0,1.5,93.83203,661249.6142857143,8,93.83203,356999,yes
2,no,47.665,2,0,2.5,133.78032,878821.4772727273,8,134.70935,59e4,no
2,no,47.5684,3,0,1.75,124.49002,343002.77142857143,7,131.92226,294e3,no
2,no,47.6945,4,0,2.5,245.26391999999998,688772.3037974683,8,246.19295,731500,no
2,no,47.593,5,0,2.75,286.14124,697143.3921568628,9,281.49609,837219,no
2,no,47.664,4,2,5.5,118.91584,489906.25,11,606.65659,16e5,no
1,no,47.5299,3,0,2.75,242.47683,397054.58695652173,10,248.05101,798800,no
2,no,47.6875,2,0,2.5,108.69651,613701.2131147541,9,108.69651,482500,no
2,no,47.5115,4,0,2.5,302.86378,599153.8571428572,9,302.86378,82e4,no
3,no,47.728,3,0,1.5,137.49644,459288.5595238095,7,137.49644,319e3,no
2,no,47.5172,3,3,2.5,232.2575,397054.58695652173,9,250.8381,95e4,no
2,no,47.531,4,0,3.5,435.71507,462353.45,10,431.06992,1267500,no
3,no,47.719,3,0,2.5,131.92226,459288.5595238095,7,148.737703,378e3,no
1,no,47.648,5,1,3.75,347.45722,1406411.111111111,11,497.03105,3345e3,no
2,no,47.5492,3,0,2.5,167.2254,387908.23711340205,8,235.97362,489950,no
2,no,47.5397,2,0,1.75,95.69009,532618.6666666666,7,95.69009,345e3,no
2,no,47.3938,3,0,2.5,197.88339,321275.95238095237,8,253.62519,51e4,no
2,no,47.2961,4,0,2.5,251.209712,306381.61176470586,8,294.688316,432500,no
2,no,47.5075,4,0,2.5,293.57348,462353.45,9,293.57348,65e4,no
2,no,47.6915,4,0,2.5,235.97362,784243.0384615385,9,264.77355,75e4,no
2,no,47.6886,4,0,3.5,161.65122,591939.4716981133,8,258.27034,87e4,no
2,no,47.5934,4,0,3.5,349.31528,812857.2692307692,10,358.60558,9e5,no
2,no,47.6395,2,0,1.75,128.20614,987083.3333333334,10,109.62554,664950,no
2,no,47.5345,3,0,2.25,138.42547,599153.8571428572,7,130.99323,391e3,no
2,no,47.5016,4,0,3.5,138.42547,599153.8571428572,12,591.79211,18e5,no
2,no,47.3584,5,0,3,183.855037,297059.9894736842,9,299.426369,479349,no
2,no,47.5402,4,0,3.25,233.18653,599153.8571428572,8,241.5478,661e3,no
3,no,47.6935,3,0,3.25,127.27711,613701.2131147541,8,128.20614,379e3,no
2.5,no,47.5401,3,0,2.25,150.50286,599153.8571428572,8,150.50286,415e3,no
3,no,47.6964,3,0,3.25,127.27711,613701.2131147541,8,127.27711,375e3,no
3,no,47.6972,3,0,2,118.91584,613701.2131147541,8,113.34166,355e3,no
3,no,47.6619,3,0,2.5,134.70935,878821.4772727273,8,118.91584,54e4,no
2,no,47.5644,2,0,1.5,125.41905,621633.3561643836,7,71.53531,29e4,no
3,no,47.6543,3,0,2.5,112.41263,613701.2131147541,8,112.41263,5e5,no
2,no,47.3494,4,0,2.5,221.10914,358796.1967213115,8,268.48967,416e3,no
2,no,47.5444,3,0,2.5,146.78674,439572.8846153846,8,146.78674,349900,no
2,no,47.6018,3,0,2.25,142.14159,616381.3461538461,9,142.14159,465e3,no
2.5,no,47.5401,4,0,2.5,290.78639,571317.8039215687,10,340.95401,95e4,no
2.5,no,47.543,4,0,2.25,171.87055,439572.8846153846,8,171.87055,496800,no
2,no,47.7321,4,0,2.5,137.49644,383673.5,8,226.68332,68e4,no
2,no,47.6178,4,0,3.25,160.72219,616381.3461538461,9,203.45757,92e4,no
2,no,47.5923,5,0,4,331.66371,812857.2692307692,10,405.05708,1289990,no
2,no,47.6835,4,0,2.75,325.1605,688772.3037974683,9,370.68297,825e3,no
3,no,47.7209,3,0,2.5,117.98681,459288.5595238095,7,117.98681,292e3,no
2,no,47.495,4,0,2.5,281.49609,462353.45,8,310.29602,576e3,no
3,no,47.6522,2,3,2,126.34808,613701.2131147541,8,139.3545,67e4,no
2,no,47.6762,4,0,3.5,174.65764,624118.4778761062,9,289.85735999999997,953007,no
2,no,47.3826,4,0,2.5,230.39944,358796.1967213115,8,230.39944,399e3,no
3,no,47.5496,2,0,2,103.12233,532618.6666666666,7,103.12233,399e3,no
2,no,47.5819,4,0,2.75,256.41228,812857.2692307692,10,256.41228,847093,no
3,no,47.669,3,0,2.5,142.14159,550494.7272727273,8,140.28353,599950,no
2,no,47.6781,3,0,2.5,128.20614,591939.4716981133,8,135.63838,499e3,no
2,no,47.4803,4,2,2.75,195.09629999999999,417477.0256410256,9,369.75394,76e4,no
2,no,47.5963,4,0,3.75,144.92867999999999,1406411.111111111,10,308.43796,1699990,no
2,no,47.6966,4,0,3.25,334.4508,659656.5158730159,9,303.79281,1033890,no
2,no,47.4876,4,0,2.5,267.56064,462353.45,9,248.05101,515e3,no
2,no,47.5345,3,0,2.25,134.244835,599153.8571428572,7,130.99323,355e3,no
2,no,47.3452,4,0,2.75,201.227898,240227.44444444444,7,229.934925,319900,no
2,no,47.6865,3,0,3.5,139.3545,591939.4716981133,8,148.6448,46e4,no
2,no,47.6968,2,0,1,119.84487,688772.3037974683,7,119.84487,305e3,no
2,no,47.2583,3,0,2.5,186.642127,343325.1168831169,8,149.388024,28e4,no
2,no,47.5477,2,0,2.25,132.85129,532618.6666666666,8,120.7739,394950,no
2,no,47.4919,4,0,3.5,136.56741,369028.14285714284,8,235.04459,382e3,no
3,no,47.6485,3,0,2.5,125.41905,613701.2131147541,8,129.13517,56e4,no
3,no,47.6196,3,0,2.25,151.43189,1166261.32,8,152.36092,772e3,no
2,no,47.3693,4,0,2.5,254.368414,239252.9411764706,7,207.080787,324950,no
2,no,47.5638,3,0,2.5,175.58667,599153.8571428572,8,166.29637,53e4,no
2.5,no,47.6605,3,0,2.25,95.69009,878821.4772727273,8,91.97397,384e3,no
2,no,47.5033,5,0,2.75,219.25108,397054.58695652173,10,301.00572,719950,no
2,no,47.6905,2,0,2.5,119.84487,613701.2131147541,8,118.91584,319950,no
2,no,47.4497,3,0,2.5,149.57383,305465.86,8,149.57383,292e3,no
2,no,47.6356,6,0,3.5,191.38018,814704.575,10,340.95401,15e5,no
3,no,47.6534,2,0,2.5,126.34808,613701.2131147541,8,106.83845,425e3,no
2,no,47.7202,5,0,3.75,274.06385,566253.814159292,9,349.31528,799950,no
2,no,47.6689,2,0,2.5,143.99965,550494.7272727273,8,122.63195999999999,499e3,no
2,no,47.4831,4,0,2.75,263.84452,462353.45,9,250.8381,572e3,no
3,no,47.602,2,0,2,128.20614,616381.3461538461,8,137.49644,459e3,no
3,no,47.5818,3,0,2.25,140.28353,621633.3561643836,9,130.99323,529500,no
2,no,47.3263,4,0,2.5,279.452224,343325.1168831169,9,291.250905,374500,no
2,no,47.6376,3,0,2.5,136.56741,987083.3333333334,8,137.49644,584e3,no
2,no,47.6358,4,0,4.5,182.08988,1406411.111111111,10,373.47006,1898e3,no
2,no,47.6369,2,0,2.25,120.7739,987083.3333333334,8,98.47718,505e3,no
3,no,47.5925,2,0,2.5,153.28995,661249.6142857143,8,181.16085,565e3,no
2,no,47.709,4,0,2.75,301.00572,659656.5158730159,9,310.29602,799e3,no
2.5,no,47.648,3,0,2.5,155.14801,791810.5652173914,9,145.85771,547e3,no
2,no,47.4692,3,0,2.5,84.54173,458176.52,7,179.30279,55e4,no
1,no,47.3611,3,0,2,147.71577,358796.1967213115,7,147.71577,25e4,no
2,no,47.7323,4,0,4.5,286.14124,566253.814159292,10,345.59916,96e4,no
2,no,47.6387,4,1,4.25,238.76071,791810.5652173914,11,415.27641,295e4,no
2,no,47.6006,2,0,1,119.84487,661249.6142857143,7,119.84487,441e3,no
2,no,47.3454,3,0,2.25,147.158352,240227.44444444444,7,138.332567,265e3,no
1,no,47.3601,3,0,2.5,182.08988,358796.1967213115,7,192.773725,43e4,no
2,no,47.4222,3,0,2.5,199.74145,294126.1052631579,8,131.271939,286800,no
2,no,47.5893,3,0,2.5,120.7739,661249.6142857143,8,120.7739,375e3,no
2,no,47.5555,3,0,3.25,123.56099,322755.4054054054,8,137.49644,312500,no
2,no,47.5607,4,0,2.75,315.8702,812857.2692307692,9,308.43796,85e4,no
2,no,47.7035,3,0,2.25,122.63195999999999,686432.509090909,7,142.14159,390500,no
3,no,47.638,3,0,2.5,109.62554,814704.575,8,109.62554,455e3,no
2,no,47.6675,2,0,2,155.14801,550494.7272727273,8,110.55457,455e3,no
3,no,47.6871,3,0,2.25,120.7739,613701.2131147541,8,120.7739,515e3,no
2,no,47.5459,3,0,3.5,146.78674,439572.8846153846,7,158.86413,362500,no
2,no,47.4517,3,0,2.5,159.79316,381094.8823529412,9,222.03817,46e4,no
2,no,47.5168,4,0,3.5,287.07027,567274.9838709678,8,326.08953,54e4,no
2,no,47.5638,3,0,1.75,106.83845,343002.77142857143,8,105.90942,23e4,no
2,no,47.6728,2,0,2.5,138.42547,550494.7272727273,8,122.63195999999999,425e3,no
1,no,47.3341,5,0,3,117.98681,292943.45454545453,8,195.09629999999999,298450,no
2,no,47.3626,4,0,2.5,183.94794,358796.1967213115,8,222.9672,344e3,no
3,no,47.6856,3,0,2.5,130.807424,624118.4778761062,8,130.807424,416286,no
2,no,47.3404,4,0,2.5,240.24715799999998,343325.1168831169,8,237.83168,379500,no
3,no,47.6994,2,0,2.5,117.05778,613701.2131147541,8,117.05778,35e4,no
2,no,47.5171,2,0,1.75,130.99323,322755.4054054054,8,119.84487,258800,no
2,no,47.7222,4,0,2.5,253.62519,383673.5,8,253.62519,62e4,no
2,no,47.5489,2,0,2.5,147.71577,322755.4054054054,7,151.43189,295e3,no
2,no,47.5975,4,0,2.75,327.94759,812857.2692307692,10,327.94759,908990,no
2,no,47.3522,4,0,2.5,266.910319,294126.1052631579,9,252.138742,485230,no
2,no,47.5493,3,0,2.25,151.43189,571317.8039215687,7,151.43189,475e3,no
2,no,47.5388,5,3,3.25,537.90837,823864.6043956043,10,537.90837,1240420,no
2.5,no,47.5446,3,0,3,212.74787,599153.8571428572,8,207.17369,635e3,no
2,no,47.5444,3,0,2.5,128.20614,439572.8846153846,9,128.20614,35e4,no
3,no,47.7162,3,0,3.5,122.63195999999999,459288.5595238095,8,122.63195999999999,345e3,no
3,no,47.6356,2,0,2,138.42547,898288.8888888889,9,138.42547,7e5,no
2,no,47.6651,3,0,2.25,118.91584,550494.7272727273,8,118.91584,49e4,no
2,no,47.6965,5,0,4,334.4508,659656.5158730159,10,359.53461,1299890,no
2,no,47.6273,2,0,2.5,146.78674,814704.575,8,118.91584,579e3,no
2,no,47.6114,3,0,1.5,122.63195999999999,616381.3461538461,8,120.7739,552500,no
2,no,47.495,4,0,2.75,228.54138,462353.45,8,201.59951,467e3,no
2,no,47.4213,4,0,2.25,163.787989,294126.1052631579,8,163.787989,305e3,no
2,no,47.704,2,0,1.5,94.76106,383673.5,7,94.76106,212e3,no
2,no,47.6866,4,0,2.5,161.65122,688772.3037974683,7,170.94152,429e3,no
3,no,47.5433,3,0,2,158.86413,439572.8846153846,9,169.08346,479950,no
2,no,47.6813,3,0,3.5,162.58025,591939.4716981133,9,248.05101,825e3,no
2,no,47.5947,6,0,6.5,251.76713,812857.2692307692,11,581.57278,118e4,no
2,no,47.3584,3,0,2.25,149.57383,297059.9894736842,7,130.0642,25e4,no
2,no,47.7178,2,0,1.5,106.83845,566253.814159292,7,107.76748,289e3,no
2,no,47.5134,3,0,2.5,130.0642,369028.14285714284,7,130.0642,265e3,no
3,no,47.7185,3,0,2.5,114.456496,459288.5595238095,7,114.456496,344e3,no
2,no,47.586,4,0,2.75,190.45115,621633.3561643836,8,250.8381,749e3,no
2,no,47.5202,4,0,2.5,225.75429,567274.9838709678,7,236.90265,492e3,no
2,no,47.4829,4,0,2.5,290.78639,462353.45,8,302.86378,552500,no
2,no,47.6372,2,0,2.5,191.38018,987083.3333333334,8,156.07704,653500,no
2,no,47.6775,4,0,3.25,168.15443,591939.4716981133,10,244.33489,855e3,no
2,no,47.5524,3,0,1.5,287.07027,823864.6043956043,7,117.05778,333e3,no
2,no,47.4916,4,0,2.5,217.39302,462353.45,7,236.90265,415e3,no
2,no,47.4925,4,0,3.25,131.92226,307446.02040816325,8,320.51535,445e3,no
2,no,47.3523,3,0,2.5,194.631785,240227.44444444444,7,143.99965,273500,no
2,no,47.5802,4,0,2.5,378.11521,812857.2692307692,10,385.54745,969990,no
2,no,47.6607,5,0,3.5,110.55457,550494.7272727273,9,362.3217,12e5,no
3,no,47.6767,3,0,3.25,143.99965,624118.4778761062,8,143.99965,43e4,no
2,no,47.5108,4,0,2.5,170.01248999999999,369028.14285714284,8,197.88339,392e3,no
2,no,47.5456,4,0,2.5,306.5799,823864.6043956043,9,268.48967,795e3,no
2,no,47.6904,3,0,2.5,126.34808,591939.4716981133,8,113.34166,457e3,no
2,no,47.2953,4,0,2.5,241.269091,260301.53333333333,9,232.443306,453e3,no
3,no,47.6973,3,0,2,103.12233,613701.2131147541,8,124.49002,376e3,no
2,no,47.4783,4,0,2.5,248.05101,462353.45,8,218.32205,469995,no
2,no,47.7169,3,0,2.5,144.92867999999999,688772.3037974683,8,168.15443,54e4,no
2,no,47.515,4,0,2.5,221.10914,567274.9838709678,8,307.50893,555e3,no
1,no,47.5448,3,0,2,157.9351,387908.23711340205,7,150.50286,445e3,no
2,no,47.5212,2,0,2,99.40621,322755.4054054054,9,99.40621,256950,no
2,no,47.3363,4,0,2.5,188.59309,240227.44444444444,8,207.17369,297e3,no
2,no,47.3627,4,0,2.5,183.94794,358796.1967213115,8,183.01891,32e4,no
2,no,47.5381,5,0,4.5,416.20544,567274.9838709678,9,427.3538,805e3,no
2,no,47.705,4,0,2.75,333.52177,659656.5158730159,9,288.92833,799990,no
2,no,47.774,4,0,2.5,319.58632,578818.5185185185,9,324.23147,68e4,no
2,no,47.5629,3,0,2.5,148.6448,343002.77142857143,7,148.6448,395e3,no
2,no,47.6764,3,0,2.5,113.34166,591939.4716981133,8,182.08988,732e3,no
2,no,47.5419,2,0,2.5,123.56099,387908.23711340205,7,92.903,163800,no
2,no,47.5419,2,0,2.5,123.56099,387908.23711340205,7,92.903,22e4,no
3,no,47.7293,2,0,2,139.3545,383673.5,7,139.3545,308625,no
2,no,47.3515,3,0,2.5,225.19687199999998,297059.9894736842,9,225.19687199999998,375e3,no
2,no,47.3258,4,0,2.5,233.743948,343325.1168831169,8,213.955609,3e5,no
2,no,47.3366,3,0,2.5,202.52854,297059.9894736842,7,174.65764,284e3,no
2,no,47.6206,2,0,2,137.49644,1166261.32,8,112.41263,61e4,no
2,no,47.688,4,0,3.25,287.9993,688772.3037974683,9,345.59916,955e3,no
2,no,47.6706,4,0,2.75,219.25108,784243.0384615385,9,335.37982999999997,982e3,no
